# Count	Section	Page	Subhead	Code

133	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc09
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc10
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc11
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc12
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc14
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc16
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc17
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc18
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc19
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc20
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc21
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc22
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc23
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc24
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc25
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	soaw
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sohi
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sojh
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sosa
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sosd
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	soto
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz31
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug201
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug312
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug320
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug408
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ug421
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ugc
12	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	zm10
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwch
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwgh
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwjw
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwkg
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwkl
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwkw
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwlo
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwne
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwnw
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwse
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwso
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwsp
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	bwst
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsa
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsb
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsc
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsd
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lse
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsf
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsg
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsh
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsj
12	Locale Display Names	Territories (Africa)	Southern Africa-Subdivisions	lsk
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbabd
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbagb
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbans
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbas
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbbd
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbge
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbgw
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbol
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbbrc
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcay
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcgn
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbclk
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcmd
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcmn
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcry
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbcwy
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbden
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbdgy
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeaw
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeay
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbedu
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeln
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gberw
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbfal
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbfif
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbfln
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhal
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbhld
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbivc
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbkwl
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmdw
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmik
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmln
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmon
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbmry
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnay
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnel
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnlk
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnln
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnsm
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbntl
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnty
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbpem
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbpkn
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbpow
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbrcc
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsay
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbscb
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsgc
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbslk
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbstg
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbstt
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbswd
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbtfw
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbthr
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbtob
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbtof
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbtrf
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbtwh
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbvgl
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwbk
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwdu
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwkf
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwll
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwln
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwnd
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwnm
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwok
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwrx
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv001
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv002
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv003
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv004
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv005
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv006
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv007
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv008
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv009
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv010
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv011
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv012
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv013
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv014
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv015
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv016
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv017
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv018
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv019
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv020
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv021
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv022
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv023
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv024
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv025
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv026
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv027
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv028
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv029
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv030
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv031
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv032
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv033
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv034
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv035
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv036
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv037
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv038
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv039
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv040
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv041
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv042
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv043
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv044
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv045
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv046
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv047
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv048
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv049
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv050
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv051
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv052
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv053
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv054
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv055
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv056
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv057
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv058
